WKT;route_short_name;route_long_name;direction_id;trip_headsign;headsign;trip_id;stop_sequence;stop_name
"MULTIPOINT (-118.4717181 33.9879239)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;1;Windward Eb & Main Ns
"MULTIPOINT (-118.4713588 33.9886584)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;2;Main Nb & Market Ns
"MULTIPOINT (-118.4726017 33.9903138)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;3;Main Nb & Westminster Fs
"MULTIPOINT (-118.47390110000001 33.9921515)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;4;Main Nb & Abbot Kinney Ns
"MULTIPOINT (-118.4764201 33.9947943)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;5;Main Nb & Sunset Fs
"MULTIPOINT (-118.4774659 33.9959789)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;6;Main Nb & Rose Ns
"MULTIPOINT (-118.4794421 33.9979309)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;7;Main Nb & Marine Ns
"MULTIPOINT (-118.4808992 33.9994909)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;8;Main Nb & Ashland Ns
"MULTIPOINT (-118.48227730000001 34.0008843)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;9;Main Nb & Hill Ns
"MULTIPOINT (-118.48397110000001 34.0025143)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;10;Main Nb & Ocean Park Fs
"MULTIPOINT (-118.4855212 34.0040345)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;11;Main Nb & Hollister Ns
"MULTIPOINT (-118.48716760000001 34.0055477)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;12;Main Nb & Pacific Ns
"MULTIPOINT (-118.4887528 34.0070903)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;13;Main Nb & Bay Ns
"MULTIPOINT (-118.4908168 34.00812)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;14;Ocean Nb & Pico Fs
"MULTIPOINT (-118.494504 34.011234)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;15;Ocean Nb & Colorado Ns
"MULTIPOINT (-118.4961375 34.0126019)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;16;Ocean Nb & Broadway Ns
"MULTIPOINT (-118.4977641 34.014009)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;17;Ocean Nb & Santa Monica Ns
"MULTIPOINT (-118.4963585 34.0154397)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;18;Santa Monica Eb & 3Rd Ns
"MULTIPOINT (-118.4958073 34.0158942)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;19;Santa Monica Eb & 3Rd Fs
"MULTIPOINT (-118.494933 34.0166693)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;20;Santa Monica Eb & 4Th Fs
"MULTIPOINT (-118.4934227 34.0178414)";1;Santa Monica Blvd - Ucla;0;Line 1 Santa Monica and 6th ONLY;1 - Santa Monica Blvd - Ucla - 0 - Line 1 Santa Monica and 6th ONLY;580569;21;Santa Monica Eb & 6Th Ns
"MULTIPOINT (-118.4717181 33.9879239)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;1;Windward Eb & Main Ns
"MULTIPOINT (-118.4717181 33.9879239)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;1;Windward Eb & Main Ns
"MULTIPOINT (-118.4606584 33.9988549)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;1;California Wb & Frederick Fs
"MULTIPOINT (-118.4468006 33.9971824)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;1;Venice Wb & Walgrove Fs
"MULTIPOINT (-118.4468006 33.9971824)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;1;Venice Wb & Walgrove Fs
"MULTIPOINT (-118.494933 34.0166693)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;1;Santa Monica Eb & 4Th Fs
"MULTIPOINT (-118.494933 34.0166693)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;1;Santa Monica Eb & 4Th Fs
"MULTIPOINT (-118.4612755 33.9976321)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;1;California Wb & Lincoln Fs
"MULTIPOINT (-118.4713588 33.9886584)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;2;Main Nb & Market Ns
"MULTIPOINT (-118.4713588 33.9886584)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;2;Main Nb & Market Ns
"MULTIPOINT (-118.4612755 33.9976321)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;2;California Wb & Lincoln Fs
"MULTIPOINT (-118.44914540000001 33.9960158)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;2;Venice Wb & Glyndon Ns
"MULTIPOINT (-118.44914540000001 33.9960158)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;2;Venice Wb & Glyndon Ns
"MULTIPOINT (-118.4934227 34.0178414)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;2;Santa Monica Eb & 6Th Ns
"MULTIPOINT (-118.4934227 34.0178414)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;2;Santa Monica Eb & 6Th Ns
"MULTIPOINT (-118.4621713 33.9963376)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;2;California Wb & Linden Fs
"MULTIPOINT (-118.4726017 33.9903138)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;3;Main Nb & Westminster Fs
"MULTIPOINT (-118.4726017 33.9903138)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;3;Main Nb & Westminster Fs
"MULTIPOINT (-118.4621713 33.9963376)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;3;California Wb & Linden Fs
"MULTIPOINT (-118.45262 33.9942998)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;3;Venice Wb & Lincoln Ns
"MULTIPOINT (-118.45262 33.9942998)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;3;Venice Wb & Lincoln Ns
"MULTIPOINT (-118.49153680000001 34.0193168)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;3;Santa Monica Eb & Lincoln Ns
"MULTIPOINT (-118.49153680000001 34.0193168)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;3;Santa Monica Eb & Lincoln Ns
"MULTIPOINT (-118.4631706 33.9949202)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;3;California Wb & Oakwood Ns
"MULTIPOINT (-118.47390110000001 33.9921515)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;4;Main Nb & Abbot Kinney Ns
"MULTIPOINT (-118.47390110000001 33.9921515)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;4;Main Nb & Abbot Kinney Ns
"MULTIPOINT (-118.4631706 33.9949202)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;4;California Wb & Oakwood Ns
"MULTIPOINT (-118.4546739 33.9950728)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;4;Lincoln Nb & Victoria Ns
"MULTIPOINT (-118.4546739 33.9950728)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;4;Lincoln Nb & Victoria Ns
"MULTIPOINT (-118.4886934 34.0215978)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;4;Santa Monica Eb & 11Th Ns
"MULTIPOINT (-118.4886934 34.0215978)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;4;Santa Monica Eb & 11Th Ns
"MULTIPOINT (-118.4644084 33.9931517)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;4;California Wb & Shell Ns
"MULTIPOINT (-118.4764201 33.9947943)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;5;Main Nb & Sunset Fs
"MULTIPOINT (-118.4764201 33.9947943)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;5;Main Nb & Sunset Fs
"MULTIPOINT (-118.4644084 33.9931517)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;5;California Wb & Shell Ns
"MULTIPOINT (-118.45727220000001 33.996357)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;5;Lincoln Nb & Superba Ns
"MULTIPOINT (-118.45727220000001 33.996357)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;5;Lincoln Nb & Superba Ns
"MULTIPOINT (-118.4859055 34.0238373)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;5;Santa Monica Eb & 14Th Ns
"MULTIPOINT (-118.4859055 34.0238373)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;5;Santa Monica Eb & 14Th Ns
"MULTIPOINT (-118.4655361 33.9914545)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;5;California Wb & 6Th Ave (Venice) Ns
"MULTIPOINT (-118.4774659 33.9959789)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;6;Main Nb & Rose Ns
"MULTIPOINT (-118.4774659 33.9959789)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;6;Main Nb & Rose Ns
"MULTIPOINT (-118.4655361 33.9914545)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;6;California Wb & 6Th Ave (Venice) Ns
"MULTIPOINT (-118.4612755 33.9976321)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;6;California Wb & Lincoln Fs
"MULTIPOINT (-118.4612755 33.9976321)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;6;California Wb & Lincoln Fs
"MULTIPOINT (-118.4839319 34.025465)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;6;Santa Monica Eb & 16Th Ns
"MULTIPOINT (-118.4839319 34.025465)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;6;Santa Monica Eb & 16Th Ns
"MULTIPOINT (-118.4680856 33.9912783)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;6;Abbot Kinney Wb & Santa Clara Ns
"MULTIPOINT (-118.4794421 33.9979309)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;7;Main Nb & Marine Ns
"MULTIPOINT (-118.4794421 33.9979309)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;7;Main Nb & Marine Ns
"MULTIPOINT (-118.4680856 33.9912783)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;7;Abbot Kinney Wb & Santa Clara Ns
"MULTIPOINT (-118.4621713 33.9963376)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;7;California Wb & Linden Fs
"MULTIPOINT (-118.4621713 33.9963376)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;7;California Wb & Linden Fs
"MULTIPOINT (-118.4820408 34.0270282)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;7;Santa Monica Eb & 18Th Ns
"MULTIPOINT (-118.4820408 34.0270282)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;7;Santa Monica Eb & 18Th Ns
"MULTIPOINT (-118.4708499 33.9915903)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;7;Westminster Sb & Abbot Kinney Fs
"MULTIPOINT (-118.4808992 33.9994909)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;8;Main Nb & Ashland Ns
"MULTIPOINT (-118.4808992 33.9994909)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;8;Main Nb & Ashland Ns
"MULTIPOINT (-118.4708499 33.9915903)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;8;Westminster Sb & Abbot Kinney Fs
"MULTIPOINT (-118.4631706 33.9949202)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;8;California Wb & Oakwood Ns
"MULTIPOINT (-118.4631706 33.9949202)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;8;California Wb & Oakwood Ns
"MULTIPOINT (-118.4797747 34.0290577)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;8;Santa Monica Eb & 20Th Fs
"MULTIPOINT (-118.4797747 34.0290577)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;8;Santa Monica Eb & 20Th Fs
"MULTIPOINT (-118.4694647 33.9893968)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;8;Riviera Sb & Windward Ns
"MULTIPOINT (-118.48227730000001 34.0008843)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;9;Main Nb & Hill Ns
"MULTIPOINT (-118.48227730000001 34.0008843)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;9;Main Nb & Hill Ns
"MULTIPOINT (-118.4694647 33.9893968)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;9;Riviera Sb & Windward Ns
"MULTIPOINT (-118.4644084 33.9931517)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;9;California Wb & Shell Ns
"MULTIPOINT (-118.4644084 33.9931517)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;9;California Wb & Shell Ns
"MULTIPOINT (-118.4780658 34.0301831)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;9;Santa Monica Eb & 22Nd Fs
"MULTIPOINT (-118.4780658 34.0301831)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;9;Santa Monica Eb & 22Nd Fs
"MULTIPOINT (-118.4713588 33.9886584)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;9;Main Nb & Market Ns
"MULTIPOINT (-118.48397110000001 34.0025143)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;10;Main Nb & Ocean Park Fs
"MULTIPOINT (-118.48397110000001 34.0025143)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;10;Main Nb & Ocean Park Fs
"MULTIPOINT (-118.4713588 33.9886584)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;10;Main Nb & Market Ns
"MULTIPOINT (-118.4655361 33.9914545)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;10;California Wb & 6Th Ave (Venice) Ns
"MULTIPOINT (-118.4655361 33.9914545)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;10;California Wb & 6Th Ave (Venice) Ns
"MULTIPOINT (-118.4766338 34.0313688)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;10;Santa Monica Eb & Cloverfield Fs
"MULTIPOINT (-118.4766338 34.0313688)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;10;Santa Monica Eb & Cloverfield Fs
"MULTIPOINT (-118.4726017 33.9903138)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;10;Main Nb & Westminster Fs
"MULTIPOINT (-118.4855212 34.0040345)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;11;Main Nb & Hollister Ns
"MULTIPOINT (-118.4855212 34.0040345)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;11;Main Nb & Hollister Ns
"MULTIPOINT (-118.4726017 33.9903138)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;11;Main Nb & Westminster Fs
"MULTIPOINT (-118.4680856 33.9912783)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;11;Abbot Kinney Wb & Santa Clara Ns
"MULTIPOINT (-118.4680856 33.9912783)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;11;Abbot Kinney Wb & Santa Clara Ns
"MULTIPOINT (-118.4744153 34.0331431)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;11;Santa Monica Eb & 26Th Ns
"MULTIPOINT (-118.4744153 34.0331431)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;11;Santa Monica Eb & 26Th Ns
"MULTIPOINT (-118.47390110000001 33.9921515)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;11;Main Nb & Abbot Kinney Ns
"MULTIPOINT (-118.48716760000001 34.0055477)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;12;Main Nb & Pacific Ns
"MULTIPOINT (-118.48716760000001 34.0055477)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;12;Main Nb & Pacific Ns
"MULTIPOINT (-118.47390110000001 33.9921515)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;12;Main Nb & Abbot Kinney Ns
"MULTIPOINT (-118.4708499 33.9915903)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;12;Westminster Sb & Abbot Kinney Fs
"MULTIPOINT (-118.4708499 33.9915903)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;12;Westminster Sb & Abbot Kinney Fs
"MULTIPOINT (-118.47116370000001 34.0357233)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;12;Santa Monica Eb & Yale Fs
"MULTIPOINT (-118.47116370000001 34.0357233)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;12;Santa Monica Eb & Yale Fs
"MULTIPOINT (-118.4764201 33.9947943)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;12;Main Nb & Sunset Fs
"MULTIPOINT (-118.4887528 34.0070903)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580506;13;Main Nb & Bay Ns
"MULTIPOINT (-118.4887528 34.0070903)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580760;13;Main Nb & Bay Ns
"MULTIPOINT (-118.4764201 33.9947943)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580512;13;Main Nb & Sunset Fs
"MULTIPOINT (-118.4694647 33.9893968)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580759;13;Riviera Sb & Windward Ns
"MULTIPOINT (-118.4694647 33.9893968)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580761;13;Riviera Sb & Windward Ns
"MULTIPOINT (-118.4696263 34.0369583)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580505;13;Santa Monica Eb & Berkeley Ns
"MULTIPOINT (-118.4696263 34.0369583)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580773;13;Santa Monica Eb & Berkeley Ns
"MULTIPOINT (-118.4774659 33.9959789)";1;Santa Monica Blvd - Ucla;0;Line 1 UCLA;1 - Santa Monica Blvd - Ucla - 0 - Line 1 UCLA;580509;13;Main Nb & Rose Ns
